step,risk,HR,HRV,EDA
2,0.4186272867895494,88.4958497125815,42.93683144823182,26.5159514914645
3,0.13237323706964776,88.5071406641545,38.58017638817651,26.666401112128774
4,0.2958442829425689,88.71482319322622,30.609829423245948,26.99116801199137
5,0.20500354211027783,88.72798747209477,35.30106146995503,27.13427342515269
6,0.875727303021892,88.7223657953989,46.018159327880426,27.44705804013653
7,0.7286009138234877,88.8325100937677,27.02042698883935,27.575601239816315
8,0.154046255889016,88.95793631298689,40.053541107653786,27.837241217808206
9,0.23000647633894833,88.90607496197386,39.86156120973694,27.866762584824023
10,0.738688744348986,88.98060849404081,46.152095960673634,27.751411588833914
11,0.06360032669852234,89.19663138381947,30.948341570370722,27.939935116689597
12,0.26151003536524964,89.21251692291716,35.67539909544031,27.95219323863433
13,0.22551204612657505,64.58781716378094,33.910752788835445,0.6439289505790317
14,0.44166896282228063,64.56844919132286,45.15896502425762,0.7435814038942814
15,0.24647466102254378,64.53771743063305,40.82145293180557,0.7726587965184422
16,0.2807265779972964,64.54783274738985,44.901532387029256,0.8450598072052707
17,0.7424569775805341,64.85281858181563,29.697150686346976,1.236000207381617
18,0.0048726708574812205,65.0935748929757,31.875277767202984,1.1637720709432433
19,0.0020997297190060715,65.09553385344138,46.985016578279804,1.2789919915430128
20,0.1379055233308749,64.96392653489606,43.957406360881855,1.4744553775126386
21,0.42210881255589017,65.1578251808957,31.430220739193814,1.7555200717765083
22,0.41492102019237376,65.28695285710647,47.46648598823347,1.665765327615265
23,0.6512042663679399,65.11094416983335,43.49046377227512,1.6843059959826197
24,0.9268232595429148,65.17682970168029,43.74490584902628,1.8220106769484457
25,0.30215082841704055,65.24638765531412,41.740868147809614,2.002505870185052
26,0.7099911465750193,65.36189810755259,41.30570812170127,2.0063408242644187
27,0.8226263979505242,65.39667009200396,39.65855992493273,1.9226570213756093
28,0.09810525856420593,65.61143500920952,34.04808334192115,2.2201354649051144
29,0.5484562673596309,65.54194065699174,48.819776121027836,2.4891349437251886
30,0.14116910311426667,65.77181359367628,49.88434844117326,2.342348806713113
31,0.17250318069161252,65.71460874070438,45.09127092804711,2.3224215350838464
32,0.6937840771563556,65.90336037340778,37.678107318287324,2.520948229786584
33,0.20318702817120615,66.09547127841806,38.88484136159684,2.520986820150489
34,0.4976766830155721,66.11839829562332,34.27284784315492,2.906414619892854
35,0.41891436376252567,66.17304046857943,27.241701742193968,2.9944421607457206
36,0.4994676982378451,66.33509533967862,46.43440316987884,3.3072097504266944
37,0.8608880862605048,66.67906559380906,31.443386269197237,3.371531936908393
38,0.7716960822332348,66.62936515590299,29.73714450466807,3.791733857635184
39,0.9572537367674155,66.70790469441476,45.986759521067526,3.7790684394765575
40,0.2059825839756142,66.77843168141037,36.595962349909755,3.821022440433864
41,0.8561298610776655,66.71335506529098,47.57472650220914,4.033721194906533
42,0.04297109735974136,66.62602975154826,47.10316783128314,4.0578504972557
43,0.787760924579913,66.8894743114702,33.177360749530926,4.310649731560377
44,0.1496170307123107,66.63057031007214,49.68506241411024,4.2010101728854785
45,0.8788677762357964,66.93048656440543,36.06288523767579,4.3454770854189295
46,0.6284501238931132,66.83905358057817,40.31635260891353,4.568900634826805
47,0.8533911194237334,66.95908642378663,38.07193681809173,4.518750633555181
48,0.3626238693756101,67.21855886124312,29.46945141150379,4.942362428897001
49,0.08168269546431861,67.2422696188692,28.68596903390842,4.938545407313879
50,0.9455966054753145,67.82654571276124,26.78515538362941,5.431921025283838
51,0.4845179720525651,67.68979792068137,45.83006841035067,5.396279242484894
52,0.25264930312031,68.03970196194054,30.123031739315987,5.7494160707264745
53,0.15181013996998827,67.8787554122443,49.88261738278911,5.690261019746329
54,0.25435210728664925,68.15047261848702,28.078739963718295,5.856438170405925
55,0.7296503048083092,68.36466522381815,46.877071296436306,5.994650293092418
56,0.6311739668581763,68.38131487426779,28.350389613692673,6.249234980228115
57,0.4159518779343504,68.32919066069657,31.141171235476698,6.206912015803062
58,0.7147461196186163,68.63253812708622,29.59673133899568,6.647446248156348
59,0.3435519522971312,68.60371630055025,40.1367081376416,6.802402274359513
60,0.8528605831893168,68.48993550242626,46.343544746063145,6.699980608341155
61,0.2655734372682257,68.88519281089688,28.245101709144286,7.043794209734059
62,0.8793772855746307,68.9172115658944,34.34275093452073,7.1021453020203795
63,0.49821898958574784,69.14141834561285,44.912023535129286,7.240672698681503
64,0.5850188262474226,69.08666061088519,43.7522293722234,7.416136137370146
65,0.6461122667646328,68.85590157674977,41.575991821323086,7.2591210700825375
66,0.12990768953526866,69.30915477552033,33.019703707565164,7.5835563074158365
67,0.6898158938379637,69.39098829896382,33.64690194618814,7.990513602618136
68,0.807083188072702,69.58583117094084,38.99190777654291,7.86484313005296
69,0.29235596209408143,69.63074044312401,31.329054510649346,7.973831277056593
70,0.10195129807425818,69.48541731872226,39.41812321251486,8.060523096631718
71,0.5833703573174015,69.55471187228632,30.021842081644227,8.35147641348308
72,0.7080441000121305,69.65514046930802,43.64590604771597,8.636638469173889
73,0.4299181151681163,69.95128031222978,28.719569484701182,8.805452273717718
74,0.20761922315410386,69.97749947623919,37.580643043444624,8.976311009367164
75,0.1481179265932543,70.03379272499915,37.59268004022437,9.018282006170873
76,0.6922002742266272,69.92015277085748,32.37081853046893,9.327094022772314
77,0.02766282714650392,70.0809071198754,47.30408464124749,9.37433921210609
78,0.9800101999809566,70.16683326976009,29.352712716443353,9.466591526318261
79,0.18467747570320392,70.61607375682657,27.248131782549954,9.935348058833478
80,0.7482324716758064,70.80898585252615,41.37643567230761,9.675190940296444
81,0.4729194621264946,70.660968806509,50.24722510029623,9.771924092440347
82,0.19930548203081933,70.74579498121582,33.30822534459822,9.934376798413446
83,0.45622377088976396,71.07232438717998,32.58368628143129,10.300300836043794
84,0.03531173700858303,70.84993861929739,39.614932181512444,10.343457415286604
85,0.7494204563452604,70.82075219225526,44.52728261711273,10.644059926740567
86,0.2676111781102999,71.31065656745449,44.729721783191856,10.430917595656053
87,0.8461886129708807,71.30248639339241,32.92328481133012,10.58542589217014
88,0.6660392891763982,71.22511531461255,48.83392115577568,10.722780908352401
89,0.09362576116969745,71.31781392509394,26.343040005363004,10.97679398152564
90,0.7601971575340416,71.5388408422215,46.082195996200426,10.87358548634408
91,0.7481607936295265,71.67620012790199,28.234152733977517,11.394486594830601
92,0.7373967980103923,71.51991290506538,37.01457307545539,11.671412403870145
93,0.7951310938948515,71.739791951183,44.80430661188852,11.669738123532904
94,0.639707458182455,71.8637924887898,39.251776646058,11.667288957478615
95,0.536243291040345,72.01118744197962,49.82179560285219,11.713213435376188
96,0.43078503123817236,71.95624154436784,31.82474103318595,11.790601249485363
97,0.4587675069174456,72.0823729142424,44.99713007546143,12.063015472058002
98,0.11659582573115679,72.39848201555166,30.009272016439688,12.086022121793626
99,0.7356246831964933,72.60673920258046,33.36027475232804,12.383600488061216
100,0.4845826699146739,72.4774078512966,47.941983272746384,12.348273102058862
101,0.8854505440937127,72.49072902343289,33.04139637351129,12.656734680864323
102,0.4927332797509034,72.9308517356078,26.30724093343973,12.87373638546401
103,0.05719200584327511,72.84550575674939,28.456902828484182,13.03427849026734
