step,risk,HR,HRV,EDA
3,0.2832193242829545,86.81270809081236,39.81327568446719,26.236638602197687
4,0.6046575805724955,86.68610206890311,38.97536748668681,26.249849167596025
5,0.7769814948191361,86.9437825519843,44.388604867311116,26.3756313749428
6,0.9521354161798409,86.83523625467359,37.66931400691372,26.445730538066876
7,0.15990581452121755,86.92143782449345,26.393954769461942,26.71660833156997
8,0.1350718117900942,86.93108897868582,44.20491735678781,26.959618334892205
9,0.6680588947722824,87.16927094274031,45.44846832718097,26.925659552077764
10,0.30919251767493705,87.13356051403424,27.9010766441066,27.190733860208553
11,0.12243349233336043,87.04355603335419,43.52188302966243,27.429143926260675
12,0.1931014848668885,87.18666794398672,30.568360047856217,27.378991935211197
13,0.1272859397837638,87.3661148125578,42.77237788845524,27.633804375623345
14,0.13144450405645847,87.43578439501798,30.367070518725882,27.931670944764164
15,0.056085803023523506,87.5310427401829,37.907125394910544,27.99710262689453
16,0.2954004942252627,87.84388730707853,38.4415797565276,28.09139402022635
17,0.7728759962466359,87.82941212093962,44.350623623113286,28.43277239315714
18,0.633273186360695,88.02750990805984,36.181671457369504,28.391017658015834
19,0.6969035285128604,88.05373656976549,40.61471068956667,28.629289333295894
20,0.6084632100275392,88.10124955255635,34.27731819699477,28.780763179537693
21,0.7027334765190468,88.37090906261766,33.20213251229923,29.031191663028086
22,0.17410998910710185,62.84930193338827,44.69291751676164,0.4941347200754644
23,0.9428070152547147,63.09049069701954,34.82560358672724,0.7333459990383072
24,0.7032337320652613,63.364664096956105,31.382138307610237,0.9667217766496712
25,0.013889542059792537,63.354301919550686,31.344835551379596,1.3383689632538094
26,0.5234281289364099,63.61960394628033,46.72023016583913,1.3142604300816831
27,0.018867284456585698,63.74552197169857,44.729556061070426,1.0998487662816747
28,0.6480135682496427,63.659167489506366,37.32180632653878,1.6159208967323542
29,0.7366787493908127,63.74397752227469,36.91461090708315,1.7278772745725557
30,0.6859686963135697,63.792874291249426,46.2834348927329,1.7209835020352242
31,0.1948390508361214,64.00532819589426,47.345335653574224,1.746275915958609
32,0.5841350591408979,63.87726097537144,47.11299477952772,2.011980577612424
33,0.13023153254931374,63.89156233985841,47.250214369349465,1.933999834760488
34,0.7888629782335206,63.81897531378629,45.27104051807095,2.077582945304914
35,0.6399021505826804,63.69619355771586,44.4570768056645,2.116241913252735
36,0.35735057470337317,63.905849808441914,29.40657776697624,2.1715369293401006
37,0.4067615359022946,64.19575122026268,32.75970126983858,2.558229926324121
38,0.8376344600330646,64.23155842748729,33.76075316311639,2.651687658504994
39,0.7865010908941301,64.29328291678527,36.18378901415936,2.812991447681047
40,0.7529484133741589,64.11523151964091,30.246866611733655,3.232776351968949
41,0.20272307745910523,64.47597636416177,46.87697018740803,3.2568911731221823
42,0.22701613734723125,64.63486422077138,23.609811438528123,3.3996764439429956
43,0.20492034935108117,64.90984377969446,33.03966223190799,3.6986370575344054
44,0.290140313122088,64.9582776840825,52.82272900713428,3.7867975931840157
45,0.2046880373999781,65.0004973054176,35.98836085062052,4.050841516137878
46,0.704651138765934,65.00290912976334,47.86006368136021,3.7856797083800813
